"ID","Longitude","Latitude","ServiceTime (min)"
93659,4.7651,49.8491,2
93660,4.76492,49.84929,2
93661,4.76449,49.8494,2
93662,4.76484,49.84934,2
93663,4.76468,49.84944,2
93664,4.7646,49.8495,2
93665,4.76429,49.84953,2
93666,4.76429,49.84953,2
93667,4.76444,49.8496,2
93668,4.76436,49.84965,2
93669,4.76416,49.84968,2
93670,4.76399,49.84953,2
93671,4.76342,49.84943,2
93672,4.76402,49.84966,2
93673,4.76373,49.84961,2
93674,4.76359,49.84958,2
93675,4.7633,49.84953,2
93676,4.76316,49.84951,2
93677,4.76287,49.84946,2
93678,4.76301,49.84949,2
93679,4.76273,49.84944,2
93680,4.76258,49.84941,2
93681,4.7623,49.84936,2
93682,4.76114,49.84884,2
93683,4.76215,49.84934,2
93684,4.76077,49.84846,2
93685,4.76048,49.84816,2
93686,4.76048,49.84816,2
93687,4.76284,49.84934,2
93688,4.76227,49.84924,2
93689,4.76183,49.8493,2
93690,4.75981,49.84608,2
93691,4.75973,49.84571,2
93692,4.75941,49.84541,2
93693,4.76128,49.84876,2
93694,4.76063,49.8481,2
93695,4.76183,49.8493,2
93696,4.76536,49.85055,2
93697,4.75988,49.84645,2
93698,4.761753,49.849426,2
93699,4.75997,49.84719,2
93700,4.76632,49.847,2
93701,4.76419,49.84968,2
93702,4.76425,49.84977,2
93703,4.76436,49.84964,2
93704,4.76429,49.84981,2
93705,4.76441,49.8497,2
93706,4.76432,49.84985,2
93707,4.76435,49.84989,2
93708,4.76438,49.84993,2
93709,4.76441,49.84997,2
93710,4.76445,49.85001,2
93711,4.76448,49.85005,2
93712,4.76445,49.84977,2
93713,4.76451,49.8501,2
93714,4.76455,49.84989,2
93715,4.7646,49.84995,2
93716,4.76465,49.85001,2
93717,4.76471,49.85007,2
93718,4.76479,49.85012,2
93719,4.76495,49.85021,2
93720,4.76487,49.85016,2
93721,4.7646,49.85016,2
93722,4.76536,49.85055,2
93723,4.76466,49.85019,2
93724,4.76476,49.85026,2
93725,4.76481,49.85029,2
93726,4.76487,49.85032,2
93727,4.76497,49.85038,2
93728,4.76502,49.85041,2
93729,4.76508,49.85044,2
93730,4.76512,49.85047,2
93731,4.76516,49.8505,2
93732,4.76536,49.85055,2
93733,4.76474,49.8472,2
93734,4.7651,49.8503,2
93735,4.76518,49.85035,2
93736,4.76549,49.85045,2
93737,4.76525,49.85039,2
93738,4.76529,49.85042,2
93739,4.76536,49.85043,2
93740,4.7657,49.85049,2
93741,4.76717,49.848,2
93742,4.76809,49.84635,2
93743,4.76862,49.84529,2
93744,4.76585,49.84686,2
93745,4.75997,49.84719,2
93746,4.76862,49.84529,2
93747,4.76845,49.84568,2
93748,4.7677,49.84928,2
93749,4.76766,49.84921,2
93750,4.76762,49.84913,2
93751,4.76787,49.84924,2
93752,4.76758,49.84905,2
93753,4.76755,49.84898,2
93754,4.76751,49.8489,2
93755,4.76783,49.84916,2
93756,4.76779,49.84908,2
93757,4.76775,49.849,2
93758,4.76771,49.84892,2
93759,4.76771,49.84892,2
93760,4.76767,49.84884,2
93761,4.76763,49.84875,2
93762,4.76759,49.84867,2
93763,4.76755,49.84859,2
93764,4.7675,49.84851,2
93765,4.76746,49.84843,2
93766,4.76747,49.84882,2
93767,4.76743,49.84875,2
93768,4.76742,49.84835,2
93769,4.76738,49.84826,2
93770,4.76736,49.8486,2
93771,4.76732,49.84852,2
93772,4.76717,49.84821,2
93773,4.76721,49.84829,2
93774,4.76721,49.84829,2
93775,4.76725,49.84837,2
93776,4.76721,49.84829,2
93777,4.76721,49.84829,2
93778,4.76721,49.84829,2
93779,4.76721,49.84829,2
93780,4.76734,49.84818,2
