"ID","Longitude","Latitude","ServiceTime (min)"
96171,4.70142,49.76221,2
96172,4.70142,49.76221,2
96173,4.70142,49.76221,2
96174,4.70142,49.76221,2
96175,4.70163,49.76258,2
96176,4.70141,49.76204,2
96177,4.70173,49.76276,2
96178,4.70183,49.76295,2
96179,4.70197,49.76196,2
96180,4.70186,49.76265,2
96181,4.70473,49.76156,2
96182,4.70473,49.76156,2
96183,4.70473,49.76156,2
96184,4.70473,49.76156,2
96185,4.70473,49.76156,2
96186,4.70473,49.76156,2
96187,4.70473,49.76156,2
96188,4.70473,49.76156,2
96189,4.70473,49.76156,2
96190,4.70473,49.76156,2
96191,4.70173,49.76242,2
96192,4.70473,49.76156,2
96193,4.70473,49.76156,2
96194,4.7097,49.76031,2
96195,4.70459,49.76154,2
96196,4.70459,49.76154,2
96197,4.70459,49.76154,2
96198,4.70459,49.76154,2
96199,4.70459,49.76154,2
96200,4.70459,49.76154,2
96201,4.70459,49.76154,2
96202,4.70459,49.76154,2
96203,4.70445,49.76152,2
96204,4.70445,49.76152,2
96205,4.7123,49.76062,2
96206,4.70445,49.76152,2
96207,4.71029,49.7607,2
96208,4.70996,49.76071,2
96209,4.70949,49.76077,2
96210,4.70445,49.76152,2
96211,4.70965,49.76056,2
96212,4.70445,49.76152,2
96213,4.70963,49.76017,2
96214,4.70445,49.76152,2
96215,4.70974,49.76007,2
96216,4.70445,49.76152,2
96217,4.70445,49.76152,2
96218,4.70372,49.76105,2
96219,4.70965,49.76056,2
96220,4.70372,49.76105,2
96221,4.70372,49.76105,2
96222,4.70573,49.7614,2
96223,4.70372,49.76105,2
96224,4.70368,49.7609,2
96225,4.70372,49.76105,2
96226,4.70923,49.76058,2
96227,4.70923,49.76058,2
96228,4.70372,49.76105,2
96229,4.7156,49.7614,2
96230,4.70372,49.76105,2
96231,4.71642,49.76099,2
96232,4.71713,49.76111,2
96233,4.70372,49.76105,2
96234,4.71718,49.76109,2
96235,4.70368,49.7609,2
96236,4.7175,49.76095,2
96237,4.71754,49.76093,2
96238,4.70368,49.7609,2
96239,4.71525,49.7614,2
96240,4.70368,49.7609,2
96241,4.7144,49.76122,2
96242,4.70368,49.7609,2
96243,4.71418,49.76112,2
96244,4.70142,49.76221,2
96245,4.71418,49.76112,2
96246,4.70368,49.7609,2
96247,4.71474,49.76101,2
96248,4.70368,49.7609,2
96249,4.71457,49.76125,2
96250,4.70368,49.7609,2
96251,4.71491,49.76133,2
96252,4.71715,49.7622,2
96253,4.70368,49.7609,2
96254,4.71695,49.76259,2
96255,4.71675,49.76298,2
96256,4.70923,49.76058,2
96257,4.71655,49.76338,2
96258,4.70923,49.76058,2
96259,4.71657,49.76365,2
96260,4.70923,49.76058,2
96261,4.70923,49.76058,2
96262,4.70923,49.76058,2
96263,4.71637,49.76357,2
96264,4.70923,49.76058,2
96265,4.71637,49.76357,2
96266,4.70923,49.76058,2
96267,4.71637,49.76357,2
96268,4.70923,49.76058,2
96269,4.71637,49.76357,2
96270,4.70923,49.76058,2
96271,4.70923,49.76058,2
96272,4.70923,49.76058,2
96273,4.70923,49.76058,2
96274,4.70923,49.76058,2
96275,4.70923,49.76058,2
96276,4.70923,49.76058,2
96277,4.7095,49.76042,2
96278,4.7095,49.76042,2
96279,4.7095,49.76042,2
96280,4.7095,49.76042,2
96281,4.71727,49.76105,2
96282,4.7095,49.76042,2
96283,4.7095,49.76042,2
96284,4.7095,49.76042,2
96285,4.7095,49.76042,2
96286,4.7095,49.76042,2
96287,4.70173,49.76242,2
96288,4.7095,49.76042,2
96289,4.7095,49.76042,2
96290,4.7095,49.76042,2
96291,4.7095,49.76042,2
96292,4.7095,49.76042,2
96293,4.7095,49.76042,2
96294,4.7095,49.76042,2
96295,4.7095,49.76042,2
96296,4.7095,49.76042,2
96297,4.7095,49.76042,2
96298,4.70959,49.75993,2
96299,4.70959,49.75993,2
96300,4.70959,49.75993,2
96301,4.70959,49.75993,2
96302,4.70959,49.75993,2
96303,4.70959,49.75993,2
96304,4.70959,49.75993,2
96305,4.70959,49.75993,2
96306,4.70959,49.75993,2
96307,4.70959,49.75993,2
96308,4.70959,49.75993,2
96309,4.70959,49.75993,2
96310,4.70959,49.75993,2
96311,4.70959,49.75993,2
96312,4.70959,49.75993,2
96313,4.70959,49.75993,2
96314,4.70959,49.75993,2
96315,4.70793,49.76049,2
96316,4.70793,49.76049,2
96317,4.70793,49.76049,2
96318,4.70793,49.76049,2
96319,4.70793,49.76049,2
96320,4.70793,49.76049,2
96321,4.70793,49.76049,2
96322,4.70793,49.76049,2
96323,4.70793,49.76049,2
96324,4.70793,49.76049,2
96325,4.70793,49.76049,2
96326,4.70793,49.76049,2
96327,4.70793,49.76049,2
96328,4.70793,49.76049,2
96329,4.70793,49.76049,2
96330,4.70727,49.76047,2
96331,4.70727,49.76047,2
96332,4.70727,49.76047,2
96333,4.70727,49.76047,2
96334,4.70727,49.76047,2
96335,4.70727,49.76047,2
96336,4.70727,49.76047,2
96337,4.70727,49.76047,2
96338,4.70727,49.76047,2
96339,4.70727,49.76047,2
96340,4.70727,49.76047,2
96341,4.70727,49.76047,2
