"ID","Longitude","Latitude","ServiceTime (min)"
143513,4.30521,49.59832,2
143514,4.30521,49.59832,2
143515,4.30521,49.59832,2
143516,4.27022,49.60975,2
143517,4.26909,49.61197,2
143518,4.27022,49.60975,2
143519,4.2692,49.61198,2
143520,4.27043,49.61045,2
143521,4.27022,49.60975,2
143522,4.27022,49.60975,2
143523,4.26909,49.61197,2
143524,4.27022,49.60975,2
143525,4.27022,49.60975,2
143526,4.27022,49.60975,2
143527,4.27022,49.60975,2
143528,4.27022,49.60975,2
143529,4.270735,49.609599,2
143530,4.27022,49.60975,2
143531,4.26844,49.61057,2
143532,4.27043,49.61045,2
143533,4.27043,49.61045,2
143534,4.27043,49.61045,2
143535,4.27043,49.61045,2
143536,4.27043,49.61045,2
143537,4.27043,49.61045,2
143538,4.271039,49.612145,2
143539,4.27022,49.60975,2
143540,4.27043,49.61045,2
143541,4.27022,49.60975,2
143542,4.27022,49.60975,2
143543,4.27043,49.61045,2
143544,4.27022,49.60975,2
143545,4.269515,49.610615,2
143546,4.270026,49.610239,2
143547,4.269435,49.610679,2
143548,4.27022,49.60975,2
143549,4.268637,49.611159,2
143550,4.269041,49.611593,2
143551,4.268675,49.611437,2
143552,4.268637,49.611159,2
143553,4.269041,49.611593,2
143554,4.26909,49.61197,2
143555,4.26902,49.61195,2
143556,4.26844,49.61057,2
143557,4.26844,49.61057,2
143558,4.26844,49.61057,2
143559,4.26844,49.61057,2
143560,4.26844,49.61057,2
143561,4.26844,49.61057,2
143562,4.26844,49.61057,2
143563,4.26844,49.61057,2
143564,4.27022,49.60975,2
143565,4.28527,49.60905,2
143566,4.28527,49.60905,2
143567,4.27022,49.60975,2
143568,4.27022,49.60975,2
143569,4.27022,49.60975,2
143570,4.27022,49.60975,2
143571,4.269168,49.607647,2
143572,4.27043,49.61045,2
143573,4.70688,49.77789,2
143574,4.71365,49.77599,2
143575,4.70675,49.77776,2
143576,4.71365,49.77599,2
143577,4.70651,49.77843,2
143578,4.71365,49.77599,2
143579,4.70715,49.77813,2
143580,4.71365,49.77599,2
143581,4.70701,49.77801,2
143582,4.71365,49.77599,2
143583,4.7072,49.77797,2
143584,4.71365,49.77599,2
143585,4.71365,49.77599,2
143586,4.70731,49.77807,2
143587,4.71347,49.77534,2
143588,4.70475,49.77744,2
143589,4.71386,49.77648,2
143590,4.70499,49.77766,2
143591,4.71404,49.7777,2
143592,4.70547,49.77754,2
143593,4.71356,49.77567,2
143594,4.7049,49.77737,2
143595,4.71356,49.77567,2
143596,4.70502,49.77748,2
143597,4.71327,49.77777,2
143598,4.70487,49.77755,2
143599,4.713,49.77778,2
143600,4.70511,49.77777,2
143601,4.71286,49.77779,2
143602,4.70549,49.77793,2
143603,4.71276,49.77782,2
143604,4.71263,49.77787,2
143605,4.70537,49.77782,2
143606,4.71235,49.77799,2
143607,4.70523,49.77788,2
143608,4.70534,49.778,2
143609,4.71222,49.77805,2
143610,4.71208,49.7781,2
143611,4.70573,49.77815,2
143612,4.71182,49.77823,2
143613,4.70596,49.77838,2
143614,4.70546,49.77811,2
143615,4.71173,49.77832,2
143616,4.70561,49.77804,2
143617,4.70558,49.77822,2
143618,4.71173,49.77832,2
143619,4.70582,49.77844,2
143620,4.71165,49.7784,2
143621,4.7052,49.77714,2
143622,4.71165,49.7784,2
143623,4.70528,49.77722,2
143624,4.71156,49.7785,2
143625,4.70536,49.77731,2
143626,4.71156,49.7785,2
143627,4.70543,49.77739,2
143628,4.71156,49.7785,2
143629,4.70551,49.77747,2
143630,4.71156,49.7785,2
143631,4.70559,49.77756,2
143632,4.71149,49.77858,2
143633,4.70567,49.77764,2
143634,4.71149,49.77858,2
143635,4.71336,49.77764,2
143636,4.70574,49.77772,2
143637,4.71149,49.77858,2
143638,4.71144,49.77864,2
143639,4.70582,49.77781,2
143640,4.71139,49.7787,2
