"ID","Longitude","Latitude","ServiceTime (min)"
40555,4.332531,49.841971,2
40556,4.32982,49.84255,2
40557,4.329435,49.839165,2
40558,4.329183,49.838756,2
40559,4.329435,49.839165,2
40560,4.329507,49.839236,2
40561,4.329507,49.839236,2
40562,4.33081,49.83987,2
40563,4.33041,49.83948,2
40564,4.331444,49.840102,2
40565,4.332,49.83847,2
40566,4.33125,49.83901,2
40567,4.3366,49.83745,2
40568,4.33666,49.83756,2
40569,4.330835,49.839807,2
40570,4.33166,49.84034,2
40571,4.332158,49.841321,2
40572,4.332255,49.840601,2
40573,4.332271,49.841724,2
40574,4.329777,49.842582,2
40575,4.32872,49.84305,2
40576,4.33014,49.84221,2
40577,4.32981,49.842,2
40578,4.32959,49.84172,2
40579,4.32975,49.84214,2
40580,4.32922,49.84117,2
40581,4.32918,49.84147,2
40582,4.33081,49.83987,2
40583,4.32965,49.84067,2
40584,4.32975,49.84038,2
40585,4.33106,49.839884,2
40586,4.33081,49.83987,2
40587,4.329681,49.839422,2
40588,4.33047,49.83983,2
40589,4.33081,49.83987,2
40590,4.332255,49.840601,2
40591,4.32951,49.841445,2
40592,4.33081,49.83987,2
40593,4.72354,49.74286,2
40594,4.72308,49.7398,2
40595,4.71444,49.74139,2
40596,4.72354,49.74286,2
40597,4.72355,49.74302,2
40598,4.71444,49.74139,2
40599,4.72355,49.74302,2
40600,4.72329,49.73994,2
40601,4.72355,49.74302,2
40602,4.71444,49.74139,2
40603,4.72355,49.74302,2
40604,4.72355,49.74302,2
40605,4.71905,49.74021,2
40606,4.71444,49.74139,2
40607,4.72355,49.74302,2
40608,4.72355,49.74302,2
40609,4.71444,49.74139,2
40610,4.72355,49.74302,2
40611,4.70418,49.73803,2
40612,4.72355,49.74302,2
40613,4.71444,49.74139,2
40614,4.72355,49.74302,2
40615,4.71815,49.73882,2
40616,4.72355,49.74319,2
40617,4.706052,49.739337,2
40618,4.71444,49.74139,2
40619,4.72355,49.74319,2
40620,4.706052,49.739337,2
40621,4.72355,49.74319,2
40622,4.71444,49.74139,2
40623,4.72355,49.74319,2
40624,4.70418,49.73803,2
40625,4.72355,49.74319,2
40626,4.70418,49.73803,2
40627,4.71492,49.74092,2
40628,4.72355,49.74319,2
40629,4.70418,49.73803,2
40630,4.72355,49.74319,2
40631,4.71815,49.73882,2
40632,4.71492,49.74092,2
40633,4.72355,49.74319,2
40634,4.70418,49.73803,2
40635,4.72355,49.74319,2
40636,4.70418,49.73803,2
40637,4.71492,49.74092,2
40638,4.72355,49.74319,2
40639,4.70418,49.73803,2
40640,4.72364,49.74333,2
40641,4.70418,49.73803,2
40642,4.71492,49.74092,2
40643,4.72364,49.74333,2
40644,4.70418,49.73803,2
40645,4.72364,49.74333,2
