"ID","Longitude","Latitude","ServiceTime (min)"
37444,4.72353,49.745,2
37445,4.72353,49.745,2
37446,4.72328,49.74466,2
37447,4.72328,49.74466,2
37448,4.72328,49.74466,2
37449,4.72328,49.74466,2
37450,4.72328,49.74466,2
37451,4.72328,49.74466,2
37452,4.72328,49.74466,2
37453,4.72328,49.74466,2
37454,4.72328,49.74466,2
37455,4.72328,49.74466,2
37456,4.72435,49.74794,2
37457,4.72131,49.74298,2
37458,4.72427,49.74774,2
37459,4.72427,49.74774,2
37460,4.72419,49.74755,2
37461,4.72411,49.74735,2
37462,4.72411,49.74735,2
37463,4.72402,49.74715,2
37464,4.72395,49.74696,2
37465,4.72395,49.74696,2
37466,4.72387,49.74676,2
37467,4.7238,49.74656,2
37468,4.7238,49.74656,2
37469,4.72372,49.74636,2
37470,4.72357,49.74606,2
37471,4.72357,49.74606,2
37472,4.72335,49.74564,2
37473,4.72131,49.74298,2
37474,4.72131,49.74298,2
37475,4.72131,49.74298,2
37476,4.72099,49.74257,2
37477,4.72099,49.74257,2
37478,4.72099,49.74257,2
37479,4.72099,49.74257,2
37480,4.72099,49.74257,2
37481,4.71988,49.74177,2
37482,4.71988,49.74177,2
37483,4.71988,49.74177,2
37484,4.71932,49.74184,2
37485,4.71932,49.74184,2
37486,4.72383,49.74619,2
37487,4.72383,49.74619,2
37488,4.72383,49.74619,2
37489,4.72383,49.74619,2
37490,4.72383,49.74619,2
37491,4.72379,49.74612,2
37492,4.72375,49.74604,2
37493,4.72375,49.74604,2
37494,4.72371,49.74597,2
37495,4.72371,49.74597,2
37496,4.72367,49.74589,2
37497,4.72367,49.74589,2
37498,4.72363,49.74582,2
37499,4.72359,49.74574,2
37500,4.72359,49.74574,2
37501,4.72355,49.74566,2
37502,4.72351,49.74559,2
37503,4.72351,49.74559,2
37504,4.72348,49.74551,2
37505,4.72344,49.74543,2
37506,4.72344,49.74543,2
37507,4.72357,49.74536,2
37508,4.72353,49.745,2
37509,4.72353,49.745,2
37510,4.72328,49.74466,2
37511,4.72131,49.74298,2
37512,4.72099,49.74257,2
37513,4.72383,49.74619,2
37514,4.72383,49.74619,2
37515,4.72435,49.74794,2
37516,4.72435,49.74794,2
37517,4.72435,49.74794,2
37518,4.72435,49.74794,2
37519,4.72435,49.74794,2
37520,4.72435,49.74794,2
37521,4.72435,49.74794,2
37522,4.72435,49.74794,2
37523,4.72435,49.74794,2
37524,4.72435,49.74794,2
37525,4.72427,49.74774,2
37526,4.72427,49.74774,2
37527,4.72427,49.74774,2
37528,4.72427,49.74774,2
37529,4.72427,49.74774,2
37530,4.72427,49.74774,2
37531,4.72427,49.74774,2
37532,4.72427,49.74774,2
37533,4.72427,49.74774,2
37534,4.72427,49.74774,2
37535,4.72419,49.74755,2
37536,4.72419,49.74755,2
37537,4.72419,49.74755,2
37538,4.72419,49.74755,2
37539,4.72419,49.74755,2
37540,4.72419,49.74755,2
37541,4.72419,49.74755,2
37542,4.72419,49.74755,2
37543,4.72419,49.74755,2
37544,4.72419,49.74755,2
37545,4.72411,49.74735,2
37546,4.72411,49.74735,2
37547,4.72411,49.74735,2
37548,4.72411,49.74735,2
37549,4.72411,49.74735,2
37550,4.72411,49.74735,2
37551,4.72411,49.74735,2
37552,4.72411,49.74735,2
37553,4.72411,49.74735,2
37554,4.72411,49.74735,2
37555,4.72402,49.74715,2
37556,4.72402,49.74715,2
37557,4.72402,49.74715,2
37558,4.72402,49.74715,2
37559,4.72402,49.74715,2
37560,4.72402,49.74715,2
37561,4.72402,49.74715,2
37562,4.72402,49.74715,2
37563,4.72402,49.74715,2
37564,4.72402,49.74715,2
37565,4.72395,49.74696,2
37566,4.72395,49.74696,2
37567,4.72395,49.74696,2
37568,4.72395,49.74696,2
37569,4.72395,49.74696,2
37570,4.72395,49.74696,2
37571,4.72395,49.74696,2
37572,4.72395,49.74696,2
37573,4.72395,49.74696,2
37574,4.72395,49.74696,2
37575,4.72387,49.74676,2
37576,4.72387,49.74676,2
37577,4.72387,49.74676,2
37578,4.72387,49.74676,2
37579,4.72387,49.74676,2
37580,4.72387,49.74676,2
37581,4.72387,49.74676,2
37582,4.72387,49.74676,2
37583,4.72387,49.74676,2
37584,4.72387,49.74676,2
37585,4.7238,49.74656,2
37586,4.7238,49.74656,2
37587,4.7238,49.74656,2
37588,4.7238,49.74656,2
37589,4.7238,49.74656,2
37590,4.7238,49.74656,2
37591,4.7238,49.74656,2
37592,4.7238,49.74656,2
37593,4.7238,49.74656,2
37594,4.7238,49.74656,2
37595,4.72372,49.74636,2
37596,4.72372,49.74636,2
37597,4.72372,49.74636,2
37598,4.72372,49.74636,2
37599,4.72372,49.74636,2
37600,4.72372,49.74636,2
37601,4.72372,49.74636,2
37602,4.72372,49.74636,2
37603,4.72372,49.74636,2
37604,4.72372,49.74636,2
37605,4.72357,49.74606,2
37606,4.72357,49.74606,2
37607,4.72357,49.74606,2
37608,4.72357,49.74606,2
37609,4.72357,49.74606,2
37610,4.72357,49.74606,2
37611,4.72357,49.74606,2
37612,4.72357,49.74606,2
37613,4.72357,49.74606,2
37614,4.72357,49.74606,2
37615,4.72335,49.74564,2
37616,4.72335,49.74564,2
37617,4.72335,49.74564,2
37618,4.72335,49.74564,2
37619,4.72335,49.74564,2
37620,4.72335,49.74564,2
37621,4.72335,49.74564,2
37622,4.72335,49.74564,2
37623,4.72335,49.74564,2
37624,4.72335,49.74564,2
37625,4.72131,49.74298,2
37626,4.72131,49.74298,2
37627,4.72131,49.74298,2
37628,4.72131,49.74298,2
37629,4.72131,49.74298,2
37630,4.72131,49.74298,2
