"ID","Longitude","Latitude","ServiceTime (min)"
73123,4.75647,49.72205,2
73124,4.75656,49.72185,2
73125,4.75714,49.72089,2
73126,4.75448,49.72291,2
73127,4.75714,49.72089,2
73128,4.75309,49.721878,2
73129,4.75708,49.72064,2
73130,4.75898,49.72081,2
73131,4.76953,49.72403,2
73132,4.75675,49.72136,2
73133,4.75666,49.7216,2
73134,4.75685,49.72112,2
73135,4.75753,49.71995,2
73136,4.75701,49.72118,2
73137,4.757516,49.720235,2
73138,4.75468,49.72195,2
73139,4.75784,49.7198,2
73140,4.75765,49.72006,2
73141,4.75814,49.71944,2
73142,4.75807,49.72081,2
73143,4.75814,49.71944,2
73144,4.75819,49.71915,2
73145,4.75634,49.72249,2
73146,4.75777,49.71954,2
73147,4.75401,49.72917,2
73148,4.758,49.71959,2
73149,4.758,49.71959,2
73150,4.75634,49.72249,2
73151,4.75482,49.72768,2
73152,4.758,49.71959,2
73153,4.758,49.71959,2
73154,4.758,49.71959,2
73155,4.75467,49.72802,2
73156,4.758,49.71959,2
73157,4.75814,49.71944,2
73158,4.75814,49.71944,2
73159,4.75814,49.71944,2
73160,4.75814,49.71944,2
73161,4.75814,49.71944,2
73162,4.75814,49.71944,2
73163,4.75814,49.71944,2
73164,4.75814,49.71944,2
73165,4.75814,49.71944,2
73166,4.75814,49.71944,2
73167,4.75814,49.71944,2
73168,4.75814,49.71944,2
73169,4.75725,49.71934,2
73170,4.75751,49.71944,2
73171,4.75695,49.71927,2
73172,4.75665,49.71921,2
73173,4.75635,49.71916,2
73174,4.75466,49.731585,2
73175,4.75605,49.7191,2
73176,4.75575,49.71904,2
73177,4.75545,49.71898,2
73178,4.75716,49.71944,2
73179,4.75687,49.71938,2
73180,4.75657,49.71932,2
73181,4.75628,49.71926,2
73182,4.75598,49.7192,2
73183,4.75569,49.71915,2
73184,4.7551,49.71903,2
73185,4.7548,49.71897,2
73186,4.75419,49.71892,2
73187,4.7545,49.71894,2
73188,4.75539,49.71909,2
73189,4.75515,49.71892,2
73190,4.75485,49.71886,2
73191,4.75454,49.71883,2
73192,4.75423,49.71881,2
73193,4.75358,49.71887,2
73194,4.75331,49.71872,2
73195,4.75184,49.71865,2
73196,4.75274,49.71865,2
73197,4.75213,49.71869,2
73198,4.7527,49.71876,2
73199,4.7527,49.71876,2
73200,4.75328,49.71884,2
73201,4.75155,49.71861,2
73202,4.75187,49.71854,2
73203,4.75126,49.71858,2
73204,4.75241,49.71872,2
73205,4.75241,49.71872,2
73206,4.75068,49.71851,2
73207,4.75068,49.71851,2
73208,4.75097,49.71854,2
73209,4.75096,49.71831,2
73210,4.75077,49.71835,2
73211,4.7508,49.71815,2
73212,4.753647,49.72192,2
73213,4.75083,49.71794,2
73214,4.751,49.71801,2
73215,4.75245,49.71861,2
73216,4.74966,49.71824,2
73217,4.74861,49.71811,2
73218,4.74444,49.7155,2
73219,4.74782,49.71784,2
73220,4.74478,49.71643,2
73221,4.74595,49.71722,2
73222,4.75621,49.72084,2
73223,4.75621,49.72229,2
73224,4.75422,49.72912,2
73225,4.75621,49.72229,2
73226,4.756521,49.724666,2
73227,4.75621,49.72229,2
73228,4.757711,49.724921,2
73229,4.7514,49.7234,2
73230,4.7514,49.7234,2
