"ID","Longitude","Latitude","ServiceTime (min)"
114258,4.76406,50.10678,2
114259,4.76377,50.10658,2
114260,4.76407,50.1067,2
114261,4.76434,50.10664,2
114262,4.76461,50.10657,2
114263,4.76488,50.10651,2
114264,4.76513,50.10645,2
114265,4.76535,50.1064,2
114266,4.76528,50.10629,2
114267,4.76482,50.1064,2
114268,4.76455,50.10646,2
114269,4.76428,50.10653,2
114270,4.76401,50.10659,2
114271,4.7639,50.10644,2
114272,4.76369,50.10636,2
114273,4.76389,50.10626,2
114274,4.76415,50.1062,2
114275,4.76441,50.10615,2
114276,4.76496,50.10603,2
114277,4.76529,50.10596,2
114278,4.76531,50.10584,2
114279,4.76515,50.10587,2
114280,4.76499,50.1059,2
114281,4.76483,50.10594,2
114282,4.76436,50.10604,2
114283,4.7641,50.1061,2
114284,4.76378,50.10611,2
114285,4.76356,50.10604,2
114286,4.76369,50.10591,2
114287,4.76372,50.10584,2
114288,4.76396,50.10579,2
114289,4.76446,50.10568,2
114290,4.7647,50.10562,2
114291,4.76487,50.10558,2
114292,4.765,50.10555,2
114293,4.76513,50.10553,2
114294,4.7637,50.10573,2
114295,4.76403,50.10565,2
114296,4.76436,50.10558,2
114297,4.76463,50.10551,2
114298,4.76479,50.10547,2
114299,4.76489,50.10545,2
114300,4.76499,50.10543,2
114301,4.76509,50.10541,2
114302,4.76538,50.10501,2
114303,4.76516,50.10507,2
114304,4.76493,50.10512,2
114305,4.7647,50.10518,2
114306,4.76445,50.10524,2
114307,4.76416,50.1053,2
114308,4.76388,50.10536,2
114309,4.76355,50.10549,2
114310,4.7636,50.10542,2
114311,4.76362,50.1057,2
114312,4.76344,50.10572,2
114313,4.76338,50.10552,2
114314,4.76331,50.10493,2
114315,4.76306,50.10481,2
114316,4.76306,50.10481,2
114317,4.76303,50.10432,2
114318,4.76317,50.10462,2
114319,4.76275,50.10413,2
114320,4.7629,50.10404,2
114321,4.7629,50.10404,2
114322,4.76294,50.10412,2
114323,4.76287,50.10396,2
114324,4.76284,50.10387,2
114325,4.76257,50.1037,2
114326,4.76254,50.10364,2
114327,4.76274,50.10366,2
114328,4.76251,50.10357,2
114329,4.76249,50.10351,2
114330,4.76164,50.10358,2
114331,4.76218,50.10337,2
114332,4.76218,50.10337,2
114333,4.761626,50.103226,2
114334,4.76146,50.10374,2
114335,4.7621,50.10326,2
114336,4.76174,50.10465,2
114337,4.76174,50.10465,2
114338,4.76186,50.10336,2
114339,4.76146,50.10374,2
114340,4.7614,50.10355,2
114341,4.7621,50.10326,2
114342,4.76128,50.10372,2
114343,4.76116,50.10388,2
114344,4.76128,50.10372,2
114345,4.76133,50.10392,2
114346,4.76318,50.10641,2
114347,4.76399,50.10846,2
114348,4.76174,50.10465,2
114349,4.76174,50.10465,2
114350,4.76464,50.10994,2
114351,4.76093,50.10414,2
114352,4.76047,50.10391,2
114353,4.76024,50.1038,2
114354,4.75075,50.10451,2
114355,4.75186,50.10515,2
114356,4.75075,50.10451,2
114357,4.75186,50.10515,2
114358,4.76001,50.10369,2
114359,4.75978,50.10357,2
114360,4.75953,50.10349,2
114361,4.75924,50.1035,2
114362,4.75899,50.10353,2
114363,4.75829,50.10346,2
114364,4.75801,50.1039,2
114365,4.75801,50.1039,2
114366,4.75756,50.10368,2
114367,4.75702,50.10378,2
114368,4.7592,50.10375,2
114369,4.75942,50.10396,2
114370,4.75963,50.10417,2
114371,4.76027,50.10481,2
114372,4.76006,50.10459,2
114373,4.76016,50.10517,2
114374,4.75984,50.10438,2
114375,4.76038,50.10503,2
114376,4.7603,50.10528,2
114377,4.76021,50.10553,2
114378,4.76008,50.1054,2
114379,4.76019,50.10577,2
114380,4.76075,50.10471,2
114381,4.76,50.10562,2
114382,4.76021,50.10495,2
114383,4.76012,50.1061,2
114384,4.7599,50.10645,2
114385,4.75953,50.10677,2
114386,4.75744,50.10824,2
114387,4.75786,50.10795,2
114388,4.76075,50.10471,2
114389,4.76075,50.10471,2
114390,4.75912,50.10707,2
114391,4.75828,50.10766,2
114392,4.7587,50.10736,2
114393,4.75912,50.10707,2
114394,4.76001,50.10475,2
114395,4.75981,50.10456,2
114396,4.75962,50.10436,2
114397,4.75942,50.10417,2
114398,4.75922,50.10398,2
114399,4.75883,50.10359,2
114400,4.75967,50.10435,2
114401,4.76345,50.10247,2
114402,4.75298,50.10376,2
114403,4.75418,50.10346,2
114404,4.75418,50.10346,2
114405,4.7611,50.10324,2
114406,4.76038,50.10308,2
114407,4.76018,50.10317,2
114408,4.76073,50.1031,2
114409,4.76005,50.10303,2
114410,4.75973,50.10295,2
114411,4.7588,50.10275,2
114412,4.75941,50.10288,2
114413,4.75045,50.10461,2
114414,4.75075,50.10451,2
114415,4.76356,50.1029,2
114416,4.76319,50.10288,2
114417,4.76341,50.10293,2
114418,4.76364,50.10299,2
114419,4.76386,50.10304,2
114420,4.76409,50.1031,2
114421,4.76361,50.10304,2
114422,4.76361,50.10304,2
114423,4.76361,50.10304,2
114424,4.76339,50.10224,2
114425,4.76339,50.10269,2
114426,4.76347,50.10259,2
114427,4.7633,50.10255,2
114428,4.76325,50.10236,2
114429,4.76336,50.10212,2
114430,4.76331,50.10195,2
114431,4.76325,50.10172,2
114432,4.7632,50.10217,2
114433,4.76316,50.10205,2
114434,4.76312,50.10191,2
114435,4.76322,50.10149,2
