"ID","Longitude","Latitude","ServiceTime (min)"
3750,4.670417,49.597533,2
3751,4.64907,49.59422,2
3752,4.64907,49.59422,2
3753,4.64907,49.59422,2
3754,4.64907,49.59422,2
3755,4.64907,49.59422,2
3756,4.656514,49.594584,2
3757,4.656514,49.594584,2
3758,4.656432,49.594586,2
3759,4.671335,49.593427,2
3760,4.656033,49.594629,2
3761,4.655887,49.595081,2
3762,4.64141,49.59756,2
3763,4.650805,49.60738,2
3764,4.651117,49.607563,2
3765,4.65188,49.60633,2
3766,4.635852,49.606012,2
3767,4.635852,49.606012,2
3768,4.642528,49.621573,2
3769,4.642528,49.621573,2
3770,4.67554,49.61104,2
3771,4.67096,49.59899,2
3772,4.67697,49.59428,2
3773,4.66914,49.59184,2
3774,4.67554,49.61104,2
3775,4.67697,49.59428,2
3776,4.66888,49.59515,2
3777,4.67554,49.61104,2
3778,4.67554,49.61104,2
3779,4.66914,49.59184,2
3780,4.66888,49.59515,2
3781,4.655859,49.594767,2
3782,4.65188,49.60633,2
3783,4.66888,49.59515,2
3784,4.67697,49.59428,2
3785,4.66888,49.59515,2
3786,4.66888,49.59515,2
3787,4.64141,49.59756,2
3788,4.64141,49.59756,2
3789,4.66914,49.59184,2
3790,4.67035,49.59492,2
3791,4.66914,49.59184,2
3792,4.64777,49.58968,2
3793,4.66888,49.59515,2
3794,4.67087,49.59373,2
3795,4.66888,49.59515,2
3796,4.67096,49.59899,2
3797,4.67554,49.61104,2
3798,4.66888,49.59515,2
3799,4.67697,49.59428,2
3800,4.67697,49.59428,2
3801,4.647328,49.589818,2
3802,4.67697,49.59428,2
3803,4.64141,49.59756,2
3804,4.64141,49.59756,2
3805,4.650734,49.607346,2
3806,4.650975,49.607476,2
3807,4.635852,49.606012,2
3808,4.643746,49.621909,2
3809,4.643593,49.621283,2
3810,4.67697,49.59428,2
3811,4.66888,49.59515,2
3812,4.66806,49.59691,2
3813,4.66888,49.59515,2
3814,4.67554,49.61104,2
3815,4.67554,49.61104,2
3816,4.67554,49.61104,2
3817,4.67554,49.61104,2
3818,4.67554,49.61104,2
3819,4.67554,49.61104,2
3820,4.67554,49.61104,2
3821,4.66888,49.59515,2
3822,4.67096,49.59899,2
3823,4.67096,49.59899,2
3824,4.66888,49.59515,2
3825,4.66888,49.59515,2
3826,4.66888,49.59515,2
3827,4.66888,49.59515,2
3828,4.66806,49.59691,2
3829,4.66806,49.59691,2
3830,4.66806,49.59691,2
3831,4.66806,49.59691,2
3832,4.66806,49.59691,2
3833,4.66888,49.59515,2
3834,4.66888,49.59515,2
3835,4.66914,49.5931,2
3836,4.66888,49.59515,2
3837,4.66888,49.59515,2
3838,4.67035,49.59492,2
3839,4.67035,49.59492,2
3840,4.67035,49.59492,2
3841,4.67035,49.59492,2
3842,4.66888,49.59515,2
3843,4.67035,49.59492,2
3844,4.67035,49.59492,2
3845,4.67035,49.59492,2
3846,4.67035,49.59492,2
3847,4.67195,49.59425,2
3848,4.671723,49.594049,2
3849,4.67195,49.59425,2
3850,4.67065,49.59425,2
3851,4.67195,49.59425,2
3852,4.66914,49.5931,2
3853,4.66888,49.59515,2
3854,4.66914,49.5931,2
3855,4.66888,49.59515,2
3856,4.67065,49.59425,2
3857,4.67065,49.59425,2
3858,4.67065,49.59425,2
3859,4.67065,49.59425,2
3860,4.66914,49.5931,2
3861,4.67013,49.59428,2
3862,4.67013,49.59428,2
3863,4.67013,49.59428,2
3864,4.66888,49.59515,2
3865,4.67697,49.59428,2
3866,4.67697,49.59428,2
3867,4.67697,49.59428,2
3868,4.67697,49.59428,2
3869,4.67697,49.59428,2
3870,4.67697,49.59428,2
3871,4.67697,49.59428,2
