"ID","Longitude","Latitude","ServiceTime (min)"
140864,4.71444,49.77014,2
140865,4.71315,49.77039,2
140866,4.71315,49.77039,2
140867,4.71315,49.77039,2
140868,4.71241,49.76982,2
140869,4.71241,49.76982,2
140870,4.71241,49.76982,2
140871,4.71241,49.76982,2
140872,4.71241,49.76982,2
140873,4.71221,49.76993,2
140874,4.71221,49.76993,2
140875,4.71241,49.76982,2
140876,4.71241,49.76982,2
140877,4.71221,49.76993,2
140878,4.71241,49.76982,2
140879,4.71241,49.76982,2
140880,4.71221,49.76993,2
140881,4.71221,49.76993,2
140882,4.71241,49.76982,2
140883,4.71221,49.76993,2
140884,4.71444,49.77014,2
140885,4.71241,49.76982,2
140886,4.71221,49.76993,2
140887,4.71221,49.76993,2
140888,4.71221,49.76993,2
140889,4.71241,49.76982,2
140890,4.71241,49.76982,2
140891,4.71241,49.76982,2
140892,4.71221,49.76993,2
140893,4.71221,49.76993,2
140894,4.71221,49.76993,2
140895,4.71241,49.76982,2
140896,4.71221,49.76993,2
140897,4.71221,49.76993,2
140898,4.71221,49.76993,2
140899,4.71221,49.76993,2
140900,4.71221,49.76993,2
140901,4.71241,49.76982,2
140902,4.71221,49.76993,2
140903,4.71221,49.76993,2
140904,4.71241,49.76982,2
140905,4.71241,49.76982,2
140906,4.71221,49.76993,2
140907,4.71221,49.76993,2
140908,4.71241,49.76982,2
140909,4.71241,49.76982,2
140910,4.71221,49.76993,2
140911,4.71221,49.76993,2
140912,4.71264,49.77012,2
140913,4.71271,49.77023,2
140914,4.71284,49.77047,2
140915,4.71271,49.77023,2
140916,4.71271,49.77023,2
140917,4.71271,49.77023,2
140918,4.71271,49.77023,2
140919,4.71271,49.77023,2
140920,4.71271,49.77023,2
140921,4.71271,49.77023,2
140922,4.71308,49.77089,2
140923,4.71316,49.77104,2
140924,4.71324,49.77118,2
140925,4.71332,49.77133,2
140926,4.7134,49.77147,2
140927,4.7134,49.77147,2
140928,4.7134,49.77147,2
140929,4.7134,49.77147,2
140930,4.7134,49.77147,2
140931,4.7134,49.77147,2
140932,4.7134,49.77147,2
140933,4.7134,49.77147,2
140934,4.71357,49.77177,2
140935,4.71357,49.77177,2
140936,4.71357,49.77177,2
140937,4.71357,49.77177,2
140938,4.71357,49.77177,2
140939,4.71357,49.77177,2
140940,4.71364,49.77156,2
140941,4.71359,49.77147,2
140942,4.71354,49.77138,2
140943,4.71343,49.77119,2
140944,4.71338,49.7711,2
140945,4.71333,49.771,2
140946,4.71333,49.771,2
140947,4.71333,49.771,2
140948,4.71328,49.77091,2
140949,4.71322,49.77081,2
140950,4.71317,49.77072,2
140951,4.71312,49.77063,2
140952,4.71307,49.77053,2
140953,4.71307,49.77053,2
140954,4.71307,49.77053,2
140955,4.71307,49.77053,2
140956,4.71307,49.77053,2
140957,4.71296,49.77034,2
140958,4.7129,49.77024,2
140959,4.71273,49.76994,2
140960,4.71273,49.76994,2
140961,4.71273,49.76994,2
140962,4.71315,49.77039,2
140963,4.71315,49.77039,2
140964,4.71315,49.77039,2
140965,4.71315,49.77039,2
140966,4.71331,49.77035,2
140967,4.71331,49.77035,2
140968,4.71331,49.77035,2
140969,4.71347,49.77032,2
140970,4.71364,49.77029,2
140971,4.71412,49.77019,2
140972,4.7191,49.76014,2
140973,4.71412,49.77019,2
140974,4.71429,49.77016,2
140975,4.71429,49.77016,2
140976,4.71429,49.77016,2
140977,4.71445,49.77013,2
140978,4.71333,49.77047,2
140979,4.71355,49.77043,2
140980,4.71355,49.77043,2
140981,4.71378,49.77038,2
140982,4.71378,49.77038,2
140983,4.71401,49.77034,2
140984,4.71424,49.77029,2
140985,4.71424,49.77029,2
140986,4.71424,49.77029,2
140987,4.71424,49.77029,2
140988,4.71424,49.77029,2
140989,4.71424,49.77029,2
140990,4.71447,49.77025,2
140991,4.71447,49.77025,2
140992,4.71447,49.77025,2
140993,4.71447,49.77025,2
140994,4.71447,49.77025,2
140995,4.71447,49.77025,2
140996,4.71402,49.76942,2
140997,4.71402,49.76942,2
140998,4.71402,49.76942,2
140999,4.71402,49.76942,2
141000,4.71402,49.76942,2
141001,4.71402,49.76942,2
141002,4.71408,49.76952,2
141003,4.71408,49.76952,2
141004,4.71414,49.76962,2
141005,4.71414,49.76962,2
141006,4.71414,49.76962,2
141007,4.7142,49.76973,2
141008,4.71426,49.76983,2
141009,4.71432,49.76993,2
141010,4.71438,49.77004,2
141011,4.71444,49.77014,2
141012,4.71444,49.77014,2
141013,4.71241,49.76982,2
141014,4.71221,49.76993,2
141015,4.71221,49.76993,2
141016,4.7134,49.77147,2
141017,4.71348,49.77162,2
141018,4.71333,49.771,2
141019,4.71307,49.77053,2
141020,4.71285,49.77014,2
141021,4.71315,49.77039,2
141022,4.71331,49.77035,2
141023,4.71424,49.77029,2
141024,4.71402,49.76942,2
141025,4.71444,49.77014,2
141026,4.71375,49.77175,2
141027,4.72016,49.77381,2
141028,4.72011,49.77354,2
141029,4.718,49.77478,2
141030,4.72087,49.77389,2
141031,4.72113,49.77392,2
141032,4.72087,49.77389,2
141033,4.72087,49.77389,2
141034,4.72087,49.77389,2
141035,4.72087,49.77389,2
141036,4.72087,49.77389,2
141037,4.72087,49.77389,2
141038,4.72113,49.77309,2
141039,4.72087,49.77389,2
141040,4.72087,49.77389,2
141041,4.72131,49.77306,2
141042,4.72087,49.77389,2
141043,4.72131,49.77306,2
141044,4.72087,49.77389,2
141045,4.72156,49.77317,2
141046,4.72087,49.77389,2
141047,4.72149,49.77306,2
141048,4.72087,49.77389,2
141049,4.72087,49.77389,2
141050,4.72087,49.77389,2
141051,4.72162,49.77328,2
141052,4.72087,49.77389,2
141053,4.72033,49.77332,2
141054,4.72018,49.77339,2
141055,4.72087,49.77389,2
141056,4.72087,49.77389,2
141057,4.72012,49.77349,2
141058,4.72087,49.77389,2
141059,4.72087,49.77389,2
141060,4.7201,49.7736,2
141061,4.72087,49.77389,2
141062,4.7201,49.7736,2
141063,4.72087,49.77389,2
141064,4.7201,49.7736,2
141065,4.72087,49.77389,2
141066,4.72087,49.77389,2
141067,4.72087,49.77389,2
141068,4.72087,49.77389,2
141069,4.72087,49.77389,2
141070,4.7206,49.77399,2
141071,4.72087,49.77389,2
141072,4.72087,49.77389,2
141073,4.7206,49.77399,2
141074,4.72087,49.77389,2
141075,4.72029,49.774,2
141076,4.72016,49.77381,2
141077,4.72087,49.77389,2
141078,4.72087,49.77389,2
141079,4.72087,49.77389,2
141080,4.72087,49.77389,2
141081,4.72087,49.77389,2
141082,4.72087,49.77389,2
141083,4.72087,49.77389,2
141084,4.72087,49.77389,2
141085,4.72087,49.77389,2
141086,4.72087,49.77389,2
