"ID","Longitude","Latitude","ServiceTime (min)"
55967,4.7243,49.79136,2
55968,4.7243,49.79136,2
55969,4.7243,49.79136,2
55970,4.7243,49.79136,2
55971,4.71517,49.78124,2
55972,4.71507,49.78133,2
55973,4.72279,49.79237,2
55974,4.71486,49.78151,2
55975,4.71432,49.78195,2
55976,4.72272,49.79317,2
55977,4.71466,49.78169,2
55978,4.72433,49.79377,2
55979,4.72433,49.79377,2
55980,4.71443,49.78186,2
55981,4.72567,49.79335,2
55982,4.71443,49.78186,2
55983,4.72567,49.79335,2
55984,4.72567,49.79335,2
55985,4.71432,49.78195,2
55986,4.72567,49.79335,2
55987,4.72567,49.79335,2
55988,4.7142,49.78203,2
55989,4.72567,49.79335,2
55990,4.7142,49.78203,2
55991,4.72567,49.79335,2
55992,4.72567,49.79335,2
55993,4.71409,49.78212,2
55994,4.72567,49.79335,2
55995,4.72567,49.79335,2
55996,4.71397,49.7822,2
55997,4.72567,49.79335,2
55998,4.72567,49.79335,2
55999,4.71488,49.7813,2
56000,4.71453,49.78161,2
56001,4.71453,49.78161,2
56002,4.71453,49.78161,2
56003,4.71453,49.78161,2
56004,4.71453,49.78161,2
56005,4.71453,49.78161,2
56006,4.71426,49.78181,2
56007,4.71413,49.78191,2
56008,4.71413,49.78191,2
56009,4.71413,49.78191,2
56010,4.714,49.78201,2
56011,4.71387,49.78211,2
56012,4.71373,49.78221,2
56013,4.71362,49.7823,2
56014,4.71354,49.78237,2
56015,4.71354,49.78237,2
56016,4.71354,49.78237,2
56017,4.71354,49.78237,2
56018,4.71354,49.78237,2
56019,4.71316,49.78272,2
56020,4.71308,49.78279,2
56021,4.713,49.78287,2
56022,4.713,49.78287,2
56023,4.71184,49.78289,2
56024,4.71184,49.78289,2
56025,4.71184,49.78289,2
56026,4.71258,49.78303,2
56027,4.71371,49.78242,2
56028,4.72241,49.7934,2
56029,4.71367,49.78246,2
56030,4.71367,49.78246,2
56031,4.71367,49.78246,2
56032,4.71367,49.78246,2
56033,4.71367,49.78246,2
56034,4.71367,49.78246,2
56035,4.71367,49.78246,2
56036,4.71087,49.78594,2
56037,4.71367,49.78246,2
56038,4.71087,49.78587,2
56039,4.71358,49.78253,2
56040,4.71358,49.78253,2
56041,4.71086,49.78579,2
56042,4.7135,49.78261,2
56043,4.71086,49.78571,2
56044,4.71346,49.78265,2
56045,4.71085,49.78564,2
56046,4.71326,49.78283,2
56047,4.71085,49.78556,2
56048,4.71326,49.78283,2
56049,4.71084,49.78548,2
56050,4.71322,49.78287,2
56051,4.71318,49.78291,2
56052,4.71084,49.78541,2
56053,4.71314,49.78295,2
56054,4.71082,49.78532,2
56055,4.71305,49.78316,2
56056,4.7108,49.78522,2
56057,4.713,49.7833,2
56058,4.71078,49.78513,2
56059,4.71296,49.78345,2
56060,4.71076,49.78503,2
56061,4.71296,49.78374,2
56062,4.71074,49.78493,2
56063,4.71534,49.78984,2
56064,4.71296,49.78388,2
56065,4.71072,49.78483,2
56066,4.71477,49.79489,2
56067,4.71292,49.78301,2
56068,4.71067,49.78474,2
56069,4.71292,49.78301,2
56070,4.71059,49.78466,2
56071,4.71285,49.7832,2
56072,4.715279,49.781973,2
56073,4.715279,49.781973,2
56074,4.71279,49.78339,2
56075,4.71547,49.78188,2
56076,4.71547,49.78188,2
56077,4.71278,49.78358,2
56078,4.724479,49.792366,2
56079,4.71278,49.78377,2
56080,4.71278,49.78377,2
56081,4.71257,49.78429,2
56082,4.71235,49.78429,2
56083,4.71213,49.7843,2
56084,4.71191,49.78431,2
56085,4.71168,49.78432,2
56086,4.71146,49.78433,2
56087,4.71147,49.78444,2
56088,4.71169,49.78443,2
56089,4.71192,49.78443,2
56090,4.71214,49.78442,2
56091,4.71236,49.78441,2
56092,4.7128,49.78428,2
56093,4.71281,49.78439,2
56094,4.71281,49.78431,2
56095,4.71281,49.78439,2
56096,4.71295,49.78496,2
56097,4.71296,49.78403,2
56098,4.72279,49.79237,2
56099,4.71296,49.78417,2
56100,4.71296,49.78417,2
56101,4.71301,49.78436,2
56102,4.71302,49.78443,2
56103,4.71303,49.7845,2
56104,4.71303,49.7845,2
56105,4.71306,49.78467,2
56106,4.71304,49.78457,2
56107,4.71324,49.78559,2
56108,4.71328,49.78579,2
56109,4.71331,49.78599,2
56110,4.71337,49.78593,2
56111,4.72395,49.79147,2
56112,4.71363,49.7859,2
56113,4.7139,49.78586,2
56114,4.71417,49.78582,2
56115,4.71443,49.78578,2
56116,4.7147,49.78575,2
56117,4.72337,49.79255,2
56118,4.71503,49.7857,2
56119,4.72352,49.79261,2
56120,4.71564,49.78547,2
56121,4.7154,49.78563,2
56122,4.71578,49.78557,2
56123,4.71578,49.78557,2
56124,4.71497,49.78596,2
