"ID","Longitude","Latitude","ServiceTime (min)"
13237,4.27666,49.85781,2
13238,4.278577,49.857314,2
13239,4.27714,49.85644,2
13240,4.27558,49.85901,2
13241,4.27558,49.85901,2
13242,4.2719,49.85937,2
13243,4.2719,49.85937,2
13244,4.2719,49.85937,2
13245,4.26964,49.85983,2
13246,4.269163,49.859988,2
13247,4.27104,49.86121,2
13248,4.277418,49.857153,2
13249,4.27558,49.85901,2
13250,4.27558,49.85901,2
13251,4.2719,49.85937,2
13252,4.2719,49.85937,2
13253,4.2719,49.85937,2
13254,4.2719,49.85937,2
13255,4.267991,49.860949,2
13256,4.2719,49.85937,2
13257,4.2719,49.85937,2
13258,4.2719,49.85937,2
13259,4.2719,49.85937,2
13260,4.27246,49.85927,2
13261,4.2719,49.85937,2
13262,4.2719,49.85937,2
13263,4.2719,49.85937,2
13264,4.2719,49.85937,2
13265,4.2719,49.85937,2
13266,4.2719,49.85937,2
13267,4.2719,49.85937,2
13268,4.2719,49.85937,2
13269,4.2719,49.85937,2
13270,4.2719,49.85937,2
13271,4.269163,49.859988,2
13272,4.271538,49.861791,2
13273,4.272062,49.86207,2
13274,4.272062,49.86207,2
13275,4.27714,49.85644,2
13276,4.72474,49.77251,2
13277,4.72454,49.77061,2
13278,4.72273,49.771,2
13279,4.72169,49.77123,2
13280,4.72454,49.77061,2
13281,4.72169,49.77123,2
13282,4.72436,49.77065,2
13283,4.72045,49.77151,2
13284,4.72417,49.77069,2
13285,4.72045,49.77151,2
13286,4.72399,49.77073,2
13287,4.72045,49.77151,2
13288,4.72399,49.77073,2
13289,4.72005,49.77161,2
13290,4.7237,49.7708,2
13291,4.7229,49.77101,2
13292,4.7234,49.77086,2
13293,4.72323,49.7709,2
13294,4.72323,49.7709,2
13295,4.72323,49.7709,2
13296,4.72323,49.7709,2
13297,4.72323,49.7709,2
13298,4.72306,49.77093,2
13299,4.72306,49.77093,2
13300,4.72474,49.77251,2
13301,4.72306,49.77093,2
13302,4.72474,49.77251,2
13303,4.72474,49.77251,2
13304,4.72306,49.77093,2
13305,4.7229,49.77097,2
13306,4.72474,49.77251,2
13307,4.72273,49.771,2
13308,4.72474,49.77251,2
13309,4.72273,49.771,2
13310,4.72474,49.77251,2
13311,4.72273,49.771,2
13312,4.72474,49.77251,2
13313,4.72273,49.771,2
13314,4.72474,49.77251,2
13315,4.7224,49.77107,2
13316,4.7224,49.77107,2
13317,4.72169,49.77123,2
13318,4.72143,49.77129,2
13319,4.72045,49.77151,2
13320,4.72045,49.77151,2
13321,4.72045,49.77151,2
13322,4.72086,49.77142,2
13323,4.72005,49.77161,2
13324,4.723639,49.775053,2
13325,4.71562,49.7778,2
13326,4.723639,49.775053,2
13327,4.723639,49.775053,2
13328,4.723639,49.775053,2
13329,4.723685,49.775133,2
13330,4.723685,49.775133,2
13331,4.723685,49.775133,2
13332,4.723685,49.775133,2
13333,4.723685,49.775133,2
13334,4.723685,49.775133,2
13335,4.723685,49.775133,2
13336,4.72323,49.7709,2
13337,4.723685,49.775133,2
13338,4.723685,49.775133,2
13339,4.723685,49.775133,2
13340,4.723685,49.775133,2
13341,4.723685,49.775133,2
13342,4.72393,49.77455,2
13343,4.72393,49.77455,2
13344,4.72393,49.77455,2
13345,4.72393,49.77455,2
13346,4.72393,49.77455,2
13347,4.72393,49.77455,2
13348,4.72393,49.77455,2
13349,4.72393,49.77455,2
13350,4.72393,49.77455,2
13351,4.72382,49.77438,2
13352,4.72382,49.77438,2
13353,4.72382,49.77438,2
13354,4.72319,49.77331,2
13355,4.72363,49.77419,2
13356,4.7236,49.77383,2
13357,4.7236,49.77383,2
13358,4.7236,49.77383,2
13359,4.72312,49.77036,2
13360,4.7236,49.77383,2
13361,4.72363,49.77419,2
13362,4.72363,49.77419,2
13363,4.72349,49.77385,2
13364,4.72349,49.77385,2
13365,4.72349,49.77385,2
13366,4.72349,49.77385,2
13367,4.72349,49.77385,2
13368,4.72349,49.77385,2
13369,4.72319,49.77331,2
13370,4.7236,49.77383,2
13371,4.72319,49.77331,2
13372,4.72319,49.77331,2
13373,4.72319,49.77331,2
13374,4.7236,49.77383,2
13375,4.72319,49.77331,2
13376,4.7236,49.77383,2
13377,4.7236,49.77383,2
13378,4.72319,49.77331,2
13379,4.7236,49.77383,2
13380,4.7236,49.77383,2
13381,4.7236,49.77383,2
13382,4.72308,49.77419,2
