"ID","Longitude","Latitude","ServiceTime (min)"
119937,4.71292,49.76048,2
119938,4.71269,49.76049,2
119939,4.71245,49.7605,2
119940,4.71245,49.7605,2
119941,4.71245,49.7605,2
119942,4.71245,49.7605,2
119943,4.71245,49.7605,2
119944,4.70802,49.76366,2
119945,4.70795,49.76356,2
119946,4.70809,49.76376,2
119947,4.70816,49.76387,2
119948,4.70809,49.76376,2
119949,4.70809,49.76376,2
119950,4.70788,49.76346,2
119951,4.70781,49.76336,2
119952,4.70774,49.76326,2
119953,4.70767,49.76316,2
119954,4.70767,49.76316,2
119955,4.70774,49.76326,2
119956,4.70773,49.76301,2
119957,4.70773,49.76301,2
119958,4.70773,49.76301,2
119959,4.70773,49.76301,2
119960,4.70773,49.76301,2
119961,4.70773,49.76301,2
119962,4.70773,49.76301,2
119963,4.70617,49.76287,2
119964,4.7071,49.76236,2
119965,4.70617,49.76287,2
119966,4.7071,49.76236,2
119967,4.70629,49.76303,2
119968,4.70641,49.7632,2
119969,4.70641,49.7632,2
119970,4.70653,49.76336,2
119971,4.70653,49.76336,2
119972,4.70674,49.76364,2
119973,4.70705,49.76405,2
119974,4.70674,49.76364,2
119975,4.70705,49.76405,2
119976,4.70599,49.76288,2
119977,4.70599,49.76288,2
119978,4.70616,49.76313,2
119979,4.70634,49.76337,2
119980,4.70634,49.76337,2
119981,4.70623,49.7635,2
119982,4.70623,49.7635,2
119983,4.70688,49.7641,2
119984,4.70688,49.7641,2
119985,4.70658,49.76369,2
119986,4.70688,49.7641,2
119987,4.70688,49.7641,2
119988,4.70688,49.7641,2
119989,4.70681,49.76386,2
119990,4.70681,49.76386,2
119991,4.70681,49.76386,2
119992,4.70681,49.76386,2
119993,4.70681,49.76386,2
119994,4.70681,49.76386,2
119995,4.70732,49.76414,2
119996,4.70782,49.76397,2
119997,4.70741,49.76424,2
119998,4.7079,49.76408,2
119999,4.70732,49.76414,2
120000,4.70705,49.76405,2
120001,4.70706,49.76184,2
120002,4.70716,49.76182,2
120003,4.70716,49.76182,2
120004,4.70726,49.7618,2
120005,4.70655,49.76168,2
120006,4.70655,49.76168,2
120007,4.70655,49.76168,2
120008,4.70655,49.76168,2
120009,4.70671,49.76168,2
120010,4.70671,49.76168,2
120011,4.70688,49.76168,2
120012,4.70735,49.76167,2
120013,4.70735,49.76167,2
120014,4.70749,49.76166,2
120015,4.70764,49.76164,2
120016,4.70778,49.76163,2
120017,4.70793,49.76162,2
120018,4.70793,49.76162,2
120019,4.70807,49.76161,2
120020,4.70836,49.76158,2
120021,4.7085,49.76157,2
120022,4.70704,49.76168,2
120023,4.7075,49.76177,2
120024,4.70704,49.76168,2
120025,4.70704,49.76168,2
120026,4.7075,49.76177,2
120027,4.70704,49.76168,2
120028,4.70737,49.76179,2
120029,4.7075,49.76177,2
120030,4.70776,49.76175,2
