"ID","Longitude","Latitude","ServiceTime (min)"
26059,4.71542,49.74856,2
26060,4.71542,49.74844,2
26061,4.71543,49.74832,2
26062,4.71548,49.74821,2
26063,4.71554,49.7481,2
26064,4.7156,49.74799,2
26065,4.71574,49.74791,2
26066,4.71588,49.74784,2
26067,4.71602,49.74776,2
26068,4.71616,49.74769,2
26069,4.71631,49.74762,2
26070,4.71645,49.74755,2
26071,4.71659,49.74747,2
26072,4.71684,49.74742,2
26073,4.71688,49.74726,2
26074,4.71692,49.7471,2
26075,4.71672,49.74698,2
26076,4.71663,49.74686,2
26077,4.71654,49.74675,2
26078,4.71641,49.74666,2
26079,4.71624,49.74659,2
26080,4.71607,49.74653,2
26081,4.71592,49.74649,2
26082,4.71574,49.74648,2
26083,4.71551,49.74649,2
26084,4.71528,49.7465,2
26085,4.71505,49.74651,2
26086,4.71481,49.74652,2
26087,4.71458,49.74654,2
26088,4.71435,49.74655,2
26089,4.71412,49.74656,2
26090,4.71423,49.74828,2
26091,4.7149,49.74754,2
26092,4.7146,49.74825,2
26093,4.7149,49.74754,2
26094,4.71484,49.74803,2
26095,4.7149,49.74754,2
26096,4.7148,49.74776,2
26097,4.71478,49.74765,2
26098,4.71488,49.74761,2
26099,4.7157,49.74704,2
26100,4.7152,49.74703,2
26101,4.71501,49.74715,2
26102,4.71515,49.74715,2
26103,4.71529,49.74715,2
26104,4.71543,49.74715,2
26105,4.71475,49.74687,2
26106,4.71479,49.74697,2
26107,4.71484,49.74706,2
26108,4.71488,49.74716,2
26109,4.71492,49.74728,2
26110,4.71497,49.74741,2
26111,4.7145,49.74757,2
26112,4.7149,49.74754,2
26113,4.71413,49.74758,2
26114,4.71688,49.74692,2
26115,4.71677,49.7468,2
26116,4.71667,49.74667,2
26117,4.71654,49.74657,2
26118,4.71635,49.7465,2
26119,4.71616,49.74643,2
26120,4.71596,49.74638,2
26121,4.71574,49.74637,2
26122,4.71554,49.74638,2
26123,4.71533,49.74638,2
